Title,Rooms,Price,Size,Type,Year,Location
2H 46m² Toukkakuja 1 Kontiolahti,2H,152000,46,Rivitalo,2022,Pohjois-Karjala
2H 46m² Toukkakuja 1 Kontiolahti,2H,152000,46,Rivitalo,2022,Pohjois-Karjala
Kerava Savio Marttilankatu 26 2hks,2H,168000,58,Luhtitalo,1990,Uusimaa
1H 225m² Ruusulankatu 11 A Helsinki,1H,179900,22,Kerrostalo,1955,Uusimaa
1H 295m² Merimiehenkatu 9 E Joensuu,1H,85000,29,Kerrostalo,1974,Pohjois-Karjala
2H 495m² Sammonkatu 20 A Kuopio,2H,215000,49,Kerrostalo,2016,Pohjois-Savo
2H 335m² Rubiinikehä 3 Vantaa,2H,185000,33,Kerrostalo,2017,Uusimaa
1H 275m² Sairaalakatu 3 B 40 Joensuu,1H,144500,27,Kerrostalo,2023,Pohjois-Karjala
3H 735m² Nostoväenkatu 19 E Turku,3H,92000,73,Kerrostalo,1976,Varsinais-Suomi
Lempäälä Keskusta Hopeakanavankatu 9 3hkslasp,3H,288000,76,Kerrostalo,2019,Pirkanmaa
2H 51m² Sairaalakatu 3 B 2 Joensuu,2H,204200,51,Kerrostalo,2023,Pohjois-Karjala
2H 46m² Toukkakuja 1 Kontiolahti,2H,152000,46,Rivitalo,2022,Pohjois-Karjala
3H 63m² Penttilänkatu 31 B Joensuu,3H,285000,63,Kerrostalo,2015,Pohjois-Karjala
4H 105m² Pappilantie 4 Parainen,4H,202000,105,Rivitalo,1982,Varsinais-Suomi
4H 85m² Välikuja 2 Jokioinen,4H,107000,85,Omakotitalo,1963,Kanta-Häme
Espoo Leppävaara Harakantie 5 3hksp yhtjär m,3H,272000,79,Kerrostalo,1988,Uusimaa
2H 44m² Sairaalakatu 3 B 20 Joensuu,2H,193800,44,Kerrostalo,2023,Pohjois-Karjala
3H 80m² Silokkaantie 4 Jyväskylä,3H,65000,80,Kerrostalo,1975,Keski-Suomi
Hanko Lappohja Terästie 11 3hk,3H,85000,70,Rivitalo,1975,Uusimaa
5H 144m² Björknäsintie 117 Porvoo,5H,319000,144,Omakotitalo,1996,Uusimaa
2H 46m² Toukkakuja 1 Kontiolahti,2H,155000,46,Rivitalo,2022,Pohjois-Karjala
3H 79m² Tehtaankatu 12 Helsinki,3H,675000,79,Kerrostalo,1929,Uusimaa
2H 46m² Toukkakuja 1 Kontiolahti,2H,152000,46,Rivitalo,2022,Pohjois-Karjala
6H 145m² Jokiniementie 13 A Helsinki,6H,637000,145,Omakotitalo,1955,Uusimaa
Tampere Lentävänniemi Männistönkatu 3 1hktransk,1H,110000,29,Kerrostalo,2019,Pirkanmaa
Helsinki Aurinkolahti Kahvipavunkuja 2 2havokkph,2H,307000,53,Kerrostalo,2019,Uusimaa
4H 93m² Leväsentie 30 Kuopio,4H,150000,93,Rivitalo,1986,Pohjois-Savo
4H 1048m² Lehtikoltsa 3 Keminmaa,4H,124500,104,Omakotitalo,1984,Lappi
4H 148m² Isovuorentie 325 Rusko,4H,325000,148,Omakotitalo,1996,Varsinais-Suomi
Helsinki Puotila Rantakartanontie 13 2hkkphvh,2H,194000,46,Kerrostalo,1969,Uusimaa
3H 72m² Hiekkalaiturintie 3 Helsinki,3H,246000,72,Kerrostalo,1994,Uusimaa
3H 88m² Nuottatie 5 Oulu,3H,99000,88,Omakotitalo,1975,Pohjois-Pohjanmaa
Kangasala Pikonkangas Vesapolku 3 3hkphsparvek,3H,137000,59,Luhtitalo,1993,Pirkanmaa
Hyvinkää HyvinkääTalvisilta Palokärjenkuja 7 1h,1H,49000,30,Kerrostalo,1974,Uusimaa
2H 39m² Uusikatu 64 Oulu,2H,125000,39,Kerrostalo,1977,Pohjois-Pohjanmaa
2H 46m² Toukkakuja 1 Kontiolahti,2H,149000,46,Rivitalo,2022,Pohjois-Karjala
1H 32m² Tasbyntie 5456 Sipoo,1H,113000,32,Luhtitalo,2017,Uusimaa
Helsinki Sörnäinen Haapaniemenkatu 16 1hkk,1H,249000,33,Kerrostalo,1974,Uusimaa
4H 1685m² Läksyrinne 12 Helsinki,4H,499000,168,Omakotitalo,1989,Uusimaa
1H 33m² Heikinpohjantie 44 B Savonlinna,1H,55000,33,Kerrostalo,1964,Etelä-Savo
2H 46m² Toukkakuja 1 Kontiolahti,2H,155000,46,Rivitalo,2022,Pohjois-Karjala
4H 88m² Multiojankatu 30 Tampere,4H,112000,88,Kerrostalo,1975,Pirkanmaa
Tampere Kämmenniemi Piikkitie 3 4hkkhhphswc,4H,309000,103,Omakotitalo,2011,Pirkanmaa
1H 245m² Kaivokatu 3 B Jyväskylä,1H,119001,24,Kerrostalo,2019,Keski-Suomi
6H 197m² Vankkurikuja 3 Vantaa,6H,369000,197,Rivitalo,1984,Uusimaa
Vantaa Simonkylä Malminiityntie 3 5h k s erill,5H,299000,108,Rivitalo,1990,Uusimaa
3H 62m² Torikatu 4 Kouvola,3H,69000,62,Kerrostalo,1968,Kymenlaakso
5H 129m² Käsämäntie 35 Polvijärvi,5H,135000,129,Omakotitalo,1994,Pohjois-Karjala
2H 335m² Muuripadantie 1 Oulu,2H,119500,33,Kerrostalo,2019,Pohjois-Pohjanmaa
2H 52m² Rautatienkatu 52 A Oulu,2H,198000,52,Kerrostalo,2008,Pohjois-Pohjanmaa
Pihtipudas Kärväskylä Palolahdentie 11 6h  k  kh,6H,410000,220,Omakotitalo,1987,Keski-Suomi
Helsinki Meilahti Mannerheimintie 128 1hkk,1H,189000,21,Kerrostalo,1940,Uusimaa
Kuhmoinen Kuhmoinen Jussilankuja 2 2h kt s,2H,115000,49,Kerrostalo,2015,Pirkanmaa
3H 595m² Itsenäisyydenkatu 3 A Tampere,3H,419000,59,Kerrostalo,2018,Pirkanmaa
4H 835m² Vaarinmaantie 1 B 13 Kangasala,4H,299900,83,Rivitalo,2022,Pirkanmaa
2H 50m² Ylistönmäentie 2 B Jyväskylä,2H,130000,50,Rivitalo,1987,Keski-Suomi
2H 425m² Sepänkatu 14 A Joensuu,2H,184000,42,Kerrostalo,2015,Pohjois-Karjala
3H 84m² Vaarinmaantie 1 B 6 Kangasala,3H,283900,84,Rivitalo,2022,Pirkanmaa
4H 87m² Varhelantie 5 A Helsinki,4H,199500,87,Kerrostalo,1987,Uusimaa
Espoo Saunalahti Tyyrpuuri 2 1hktparv,1H,158000,33,Kerrostalo,2019,Uusimaa
1H 28m² Laajaniitynkuja 9 C 45 Vantaa,1H,205000,28,Kerrostalo,2022,Uusimaa
3H 69m² Vaarinmaantie 1 B 9 Kangasala,3H,239900,69,Rivitalo,2022,Pirkanmaa
3H 645m² Tankomäenkatu 6 Helsinki,3H,259800,64,Kerrostalo,2019,Uusimaa
4H 179m² Maaherrantie 32 a Liperi,4H,280000,179,Omakotitalo,1988,Pohjois-Karjala
2H 60m² Puistokatu 20 C Turku,2H,199000,60,Rivitalo,1904,Varsinais-Suomi
3H 64m² Tuomonkuja 1 Vaasa,3H,158000,64,Luhtitalo,2016,Pohjanmaa
2H 555m² Harankatu 1 A Tampere,2H,228000,55,Kerrostalo,2012,Pirkanmaa
4H 93m² Kuusenjuurentie 12 Joensuu,4H,110000,93,Omakotitalo,1989,Pohjois-Karjala
3H 69m² Vaarinmaantie 1 B 7 Kangasala,3H,239900,69,Rivitalo,2022,Pirkanmaa
3H 61m² Toukolankatu 1 Hyvinkää,3H,119500,61,Kerrostalo,1964,Uusimaa
3H 69m² Vaarinmaantie 1 B 10 Kangasala,3H,239900,69,Rivitalo,2022,Pirkanmaa
3H 70m² Irmantie 3 Oulu,3H,75000,70,Kerrostalo,1972,Pohjois-Pohjanmaa
Espoo Vanttila Inglaksenrinne 14 4h avok rt ph,4H,629000,120,Omakotitalo,2022,Uusimaa
1H 38m² Saturnuksenkatu 4 Riihimäki,1H,58000,38,Kerrostalo,1975,Kanta-Häme
3H 80m² Salmenperä 3 D Rovaniemi,3H,44000,80,Kerrostalo,1981,Lappi
4H 95m² Lorentzinkuja 2 A Helsinki,4H,449000,95,Kerrostalo,2016,Uusimaa
3H 84m² Vaarinmaantie 1 B 8 Kangasala,3H,283900,84,Rivitalo,2022,Pirkanmaa
6H 427m² Kellahdentie 139 Pori,6H,289000,427,Omakotitalo,1969,Satakunta
3H 71m² Orapihlajanpolku 7 Vantaa,3H,15786,71,Kerrostalo,1993,Uusimaa
4H 87m² Vaarinmaantie 1 A 1 Kangasala,4H,319900,87,Rivitalo,2022,Pirkanmaa
3H 97m² Ilmarinkatu 8 Kemi,3H,89000,97,Kerrostalo,1951,Lappi
Helsinki Tapanila Tasankotie 5 2hks,2H,229000,61,Kerrostalo,2004,Uusimaa
3H 84m² Vaarinmaantie 1 B 11 Kangasala,3H,283900,84,Rivitalo,2022,Pirkanmaa
2H 48m² Pellavatehtaankatu 19 B Tampere,2H,235000,48,Kerrostalo,1940,Pirkanmaa
Oulu TakaLyötty Tahtipuikko 2 C131 2HKTS,2H,179500,47,Kerrostalo,2021,Pohjois-Pohjanmaa
2H 55m² Muhuntie 1 Kirkkonummi,2H,33095,55,Luhtitalo,2013,Uusimaa
1H 21m² Lipstikkakuja 1 Vantaa,1H,125000,21,Kerrostalo,2019,Uusimaa
2H 50m² Juhanintie 6 A Pori,2H,29900,50,Kerrostalo,1965,Satakunta
3H 745m² Ristiniementie 16 Espoo,3H,25792,74,Rivitalo,1997,Uusimaa
3H 85m² Leppälahdentie 1 Savonlinna,3H,105000,85,Rivitalo,1984,Etelä-Savo
3H 77m² Haukitie 8 Kouvola,3H,55500,77,Kerrostalo,1981,Kymenlaakso
Vantaa Havukoski Laurantie 7 4Hk,4H,145000,85,Kerrostalo,1976,Uusimaa
4H 119m² Kuokkamäentie 2 Kouvola,4H,152000,119,Omakotitalo,1975,Kymenlaakso
2H 53m² Matinpuistontie 12 Akaa,2H,57000,53,Kerrostalo,1970,Pirkanmaa
2H 56m² Välenojanpolku 6 C Hyvinkää,2H,75000,56,Kerrostalo,1972,Uusimaa
4H 111m² Riekonkieppi 2 A Kempele,4H,298000,111,Omakotitalo,2019,Pohjois-Pohjanmaa
3H 715m² Vaarinmaantie 1 A 2 Kangasala,3H,264900,71,Rivitalo,2022,Pirkanmaa
4H 98m² Hakalankatu 52 Kemi,4H,114000,98,Rivitalo,1964,Lappi
Hattula Katinala Katinkuja 1 2hks,2H,99000,60,Rivitalo,1990,Kanta-Häme
4H 100m² Vaarinmaantie 1 B 12 Kangasala,4H,339900,100,Rivitalo,2022,Pirkanmaa
1H 265m² Pinninkatu 2628 A Tampere,1H,128000,26,Kerrostalo,1975,Pirkanmaa
6H 169m² Onkkaalantie 140 Pälkäne,6H,229000,169,Omakotitalo,2001,Pirkanmaa
5H 116m² Venemiehentie 6 Kontiolahti,5H,119000,116,Omakotitalo,1975,Pohjois-Karjala
4H 100m² Vaarinmaantie 1 B 5 Kangasala,4H,325900,100,Rivitalo,2022,Pirkanmaa
5H 103m² Retkeilijäntie 14 A Kuopio,5H,212000,103,Rivitalo,1977,Pohjois-Savo
Iitti Kausala Rautatienkatu 13 2h kk khwc parv,2H,40848,44,Kerrostalo,1961,Päijät-Häme
1H 28m² Latokartanonkatu 8 Turku,1H,98000,28,Kerrostalo,1957,Varsinais-Suomi
3H 615m² Välenojankatu 9 A Hyvinkää,3H,104000,61,Kerrostalo,1969,Uusimaa
2H 495m² Lahdensuontie 4 B Liperi,2H,57000,49,Rivitalo,1988,Pohjois-Karjala
3H 72m² Rataskuja 1 Orimattila,3H,65000,72,Kerrostalo,1969,Päijät-Häme
3H 68m² Kannistonkaarre 2 A Kerava,3H,89000,68,Kerrostalo,1972,Uusimaa
2H 51m² Pellavatehtaankatu 19 A Tampere,2H,249000,51,Kerrostalo,1940,Pirkanmaa
Salo Enola Kukkavuorenkatu 9 4hkkphwcaulaet,4H,159900,155,Omakotitalo,1959,Varsinais-Suomi
7H 159m² Kuninkaankaarre 6 Loviisa,7H,238000,159,Omakotitalo,2006,Uusimaa
1H 275m² Kulkustie 3 B Kangasala,1H,69000,27,Rivitalo,1976,Pirkanmaa
2H 60m² Bergeninkatu 4 B Turku,2H,94000,60,Kerrostalo,1972,Varsinais-Suomi
2H 535m² Talvikkitie 24 C 20 Vantaa,2H,189000,53,Kerrostalo,1984,Uusimaa
2H 47m² Uusitalontie 26 B Pori,2H,19900,47,Kerrostalo,1976,Satakunta
4H 835m² Vaarinmaantie 1 B 4 Kangasala,4H,288900,83,Rivitalo,2022,Pirkanmaa
Rovaniemi keskusta Valtakatu 32 1h kk kph,1H,84500,27,Kerrostalo,1965,Lappi
1H 28m² Kanslerintie 9 Turku,1H,89500,28,Kerrostalo,1955,Varsinais-Suomi
6H 1238m² Kotkannevantie 269 Vaasa,6H,165000,123,Omakotitalo,1963,Pohjanmaa
4H 87m² Vaarinmaantie 1 A 3 Kangasala,4H,309900,87,Rivitalo,2022,Pirkanmaa
4H 120m² Venetie 4 Loviisa,4H,129900,120,Omakotitalo,1988,Uusimaa
2H 49m² Tankomäenkatu 6 Helsinki,2H,216000,49,Kerrostalo,2019,Uusimaa
5H 137m² Korvasienenkaari 27 Raasepori,5H,298000,137,Omakotitalo,2006,Uusimaa
6H 158m² Hakalehdontie 11 Lapinjärvi,6H,176000,158,Omakotitalo,1989,Uusimaa
2H 495m² Tutjuntie 9a C Liperi,2H,39000,49,Rivitalo,1975,Pohjois-Karjala
3H 695m² Kannistonkaarre 2 A Kerava,3H,105000,69,Kerrostalo,1972,Uusimaa
2H 48m² Ruukintie 49 A Seinäjoki,2H,79000,48,Kerrostalo,1961,Etelä-Pohjanmaa
5H 197m² Papusentie 65 A Lappeenranta,5H,169500,197,Rivitalo,1968,Etelä-Karjala
4H 995m² Lähdepuistontie 12 E Vantaa,4H,235000,99,Rivitalo,1969,Uusimaa
4H 685m² Kajavankatu 2 A Kerava,4H,119000,68,Kerrostalo,1974,Uusimaa
2H 66m² Rypysuontie 74 A Kuopio,2H,55000,66,Kerrostalo,1976,Pohjois-Savo
Jämsä Jämsänkoski Kinula Kotiharjuntie 5 4h k s,4H,44000,98,Omakotitalo,1938,Keski-Suomi
2H 41m² Lipstikkakuja 3 B Vantaa,2H,158000,41,Kerrostalo,2017,Uusimaa
2H 51m² Tarhurintie 7 Kotka,2H,37000,51,Kerrostalo,1955,Kymenlaakso
Jämsä Keskusta Rinnetie 4 2h k s,2H,75000,59,Kerrostalo,1989,Keski-Suomi
2H 56m² Tuulikintie 4 Oulu,2H,67900,56,Kerrostalo,1977,Pohjois-Pohjanmaa
1H 35m² Puronsuunkatu 1 C Joensuu,1H,109000,35,Kerrostalo,2018,Pohjois-Karjala
Kouvola Eskolanmäki Tolkkilankatu 10 2h k pshwc,2H,39000,58,Kerrostalo,1974,Kymenlaakso
Lahti Tonttila Aittapellonkatu 7 2h k kph las,2H,65000,59,Kerrostalo,1976,Päijät-Häme
2H 46m² Kauppakartanonkatu 7 A Helsinki,2H,299000,46,Kerrostalo,2014,Uusimaa
4H 1214m² Poikon rantatie 25 Naantali,4H,279000,121,Omakotitalo,1999,Varsinais-Suomi
2H 525m² Pelimannintie 2426 L Helsinki,2H,179500,52,Kerrostalo,1973,Uusimaa
Kajaani Lehtikangas Soidinkatu 57 2h kk,2H,49000,47,Kerrostalo,1975,Kainuu
Espoo Järvenperä Pellaksenmäentie 15 2HKTPIKKUPA,2H,159000,42,Luhtitalo,2016,Uusimaa
3H 81m² Kauppakartanonkatu 7 A Helsinki,3H,405000,81,Kerrostalo,2014,Uusimaa
Vantaa Myyrmäki Ruukuntekijäntie 4 1hkksparveke,1H,155000,34,Kerrostalo,1990,Uusimaa
Luumäki Taavetti Linnalantie 43 2hkk,2H,29000,45,Kerrostalo,1983,Etelä-Karjala
Rautjärvi Rautjärven asemanseutu Toivonkatu 1 2hk,2H,29000,58,Rivitalo,1987,Etelä-Karjala
4H 90m² Poronpolku 3 Kuopio,4H,149000,90,Omakotitalo,1967,Pohjois-Savo
2H 51m² Ravikatu 5 A Vaasa,2H,115000,51,Kerrostalo,1955,Pohjanmaa
6H 200m² Metsätähdenkatu 1 Kaarina,6H,498000,200,Omakotitalo,2005,Varsinais-Suomi
3H 88m² Myllykatu 13 A Vaasa,3H,289000,88,Kerrostalo,2012,Pohjanmaa
3H 805m² Lahnatie Kouvola,3H,115000,80,Rivitalo,1978,Kymenlaakso
Hyvinkää Veikkari Hangontie 37 3hk,3H,108000,66,Rivitalo,1972,Uusimaa
Helsinki Harju Kallio Vaasankatu 25 1hkphkt yh,1H,210000,24,Kerrostalo,1936,Uusimaa
2H 80m² Kauppakartanonkatu 7 A Helsinki,2H,330000,80,Kerrostalo,2014,Uusimaa
5H 127m² Lappalaistenkatu 7 Naantali,5H,448000,127,Rivitalo,1989,Varsinais-Suomi
Ulvila Keskusta Riipunkuja 2 2hksauna,2H,99000,45,Kerrostalo,2004,Satakunta
4H 118m² Ryydynkatu 34 Tampere,4H,449000,118,Omakotitalo,1967,Pirkanmaa
2H 605m² Uutelantie 3 Kotka,2H,187732,60,Rivitalo,2022,Kymenlaakso
Jämsä Tervasmäki Kanervakatu 13 5h k s at,5H,159000,122,Omakotitalo,2000,Keski-Suomi
Hyvinkää Viertola Hevosmiehenkatu 57 2hkkphpar,2H,129000,53,Kerrostalo,1972,Uusimaa
Jämsä Kukkulanmäki Tuomaankuja 3 3h k s 2kpl,3H,150000,421,Rivitalo,1990,Keski-Suomi
1H 29m² Liisantie 7 G Oulu,1H,51500,29,Kerrostalo,1969,Pohjois-Pohjanmaa
3H 74m² Lauri Korpisen katu 6 Vantaa,3H,44759,74,Kerrostalo,2015,Uusimaa
2H 52m² Rentukantie 11 Pori,2H,73000,52,Rivitalo,1995,Satakunta
2H 605m² Uutelantie 3 Kotka,2H,187732,60,Rivitalo,2022,Kymenlaakso
2H 63m² Ortamonraitti 4 Lappeenranta,2H,49800,63,Kerrostalo,1977,Etelä-Karjala
Lappeenranta TykkiKiviharju Yläkangaskatu 4 2hk,2H,118000,52,Kerrostalo,1982,Etelä-Karjala
4H 98m² Kulkuskatu 13 Rautjärvi,4H,78000,98,Omakotitalo,1990,Etelä-Karjala
1H 27m² Kujatie 16 Kemi,1H,21800,27,Rivitalo,1979,Lappi
Kajaani Keskusta Välikatu 24 3h k s,3H,218000,81,Kerrostalo,2011,Kainuu
3H 595m² Runkotie 21 Kouvola,3H,89000,59,Omakotitalo,1959,Kymenlaakso
3H 78m² Kivistönpolku 1 Rusko,3H,210000,78,Omakotitalo,2015,Varsinais-Suomi
3H 835m² Uutelantie 3 Kotka,3H,245699,83,Rivitalo,2022,Kymenlaakso
3H 835m² Uutelantie 3 Kotka,3H,245699,83,Rivitalo,2022,Kymenlaakso
1H 255m² Seppelkatu 7 Turku,1H,149900,25,Kerrostalo,2013,Varsinais-Suomi
3H 985m² Valtakatu 3 A Rauma,3H,168000,98,Kerrostalo,1957,Satakunta
2H 625m² Askaistentie 756 Masku,2H,87000,62,Rivitalo,1996,Varsinais-Suomi
5H 1127m² Hirvipolku 2 Hämeenkyrö,5H,159000,112,Omakotitalo,1979,Pirkanmaa
Iitti Kausala Heikintie 6 2h k pshwc 2 vh et,2H,46000,59,Kerrostalo,1974,Päijät-Häme
2H 57m² Sandelsinkatu 11 A Kuopio,2H,65000,57,Kerrostalo,1968,Pohjois-Savo
3H 835m² Huvipurrentie 5 Kotka,3H,179000,83,Rivitalo,2005,Kymenlaakso
Jämsä Särkijärvi Savikonkuja 6 5h k s at,5H,134000,113,Omakotitalo,1982,Keski-Suomi
4H 995m² Humalistontie 3 Raasepori,4H,239000,99,Omakotitalo,1967,Uusimaa
Vaasa Ristinummi Salaampujankatu 7 B 5 2h k s,2H,59900,65,Kerrostalo,1975,Pohjanmaa
3H 74m² Konttilansalmentie 1 A Liperi,3H,55000,74,Rivitalo,1974,Pohjois-Karjala
3H 80m² Aittolammentie 7 D Kuopio,3H,127000,80,Rivitalo,1981,Pohjois-Savo
2H 44m² Merikatu 2 Kotka,2H,78000,44,Kerrostalo,1938,Kymenlaakso
Jämsä Viiskulma Varistaipaleentie 8 3h k parveke,3H,75000,76,Kerrostalo,1980,Keski-Suomi
Jyväskylä Keltinmäki Sienitie 4 1hkkph,1H,46700,30,Kerrostalo,1974,Keski-Suomi
1H 36m² Korsholmanpuistikko 32 Vaasa,1H,88000,36,Rivitalo,1892,Pohjanmaa
5H 1095m² Pokasahantie 3 Rovaniemi,5H,104000,109,Omakotitalo,1984,Lappi
4H 149m² Joukahaisensola 7 Seinäjoki,4H,178000,149,Omakotitalo,1966,Etelä-Pohjanmaa
2H 57m² Survosenahde 9 Jyväskylä,2H,45000,57,Kerrostalo,1971,Keski-Suomi
2H 64m² Tornipolku 8 A Oulu,2H,159000,64,Kerrostalo,1977,Pohjois-Pohjanmaa
3H 76m² Friitalantie 2 Pori,3H,109000,76,Rivitalo,1989,Satakunta
6H 156m² Torpantie 97 Oulu,6H,549000,156,Omakotitalo,2019,Pohjois-Pohjanmaa
3H 795m² Ahkiotie 10 D Kuopio,3H,74500,79,Kerrostalo,1972,Pohjois-Savo
6H 240m² Karhitie 14 Oulu,6H,219000,240,Omakotitalo,1955,Pohjois-Pohjanmaa
4H 106m² Pirttikatu 5 Kotka,4H,129000,106,Rivitalo,1981,Kymenlaakso
2H 56m² Kuokosaukea 2 Rovaniemi,2H,179000,56,Rivitalo,2015,Lappi
Valkeakoski Sointula Innalantie 14 2h k kphwc,2H,35000,59,Kerrostalo,1974,Pirkanmaa
3H 67m² Asemakatu 18 A Kuopio,3H,169000,67,Kerrostalo,1965,Pohjois-Savo
5H 191m² Karrakuja 6 Laihia,5H,163000,191,Omakotitalo,1990,Pohjanmaa
Jyväskylä Keljonkangas Tekolammentie 17 3hkphs,3H,136000,80,Rivitalo,1979,Keski-Suomi
2H 51m² Linnustajankuja 1 B Espoo,2H,182605,51,Kerrostalo,1980,Uusimaa
4H 100m² Palometsäntie 31 Turku,4H,269000,100,Omakotitalo,1954,Varsinais-Suomi
Hämeenlinna Hätilä Liisantie 11 3hk,3H,89000,70,Kerrostalo,1976,Kanta-Häme
3H 81m² Puolukkapolku 6 Hamina,3H,109000,81,Rivitalo,1981,Kymenlaakso
4H 108m² Saukkolantie 482 Lohja,4H,139000,108,Omakotitalo,1947,Uusimaa
1H 255m² Suvikuja 6A 25 Joensuu,1H,109000,25,Kerrostalo,2019,Pohjois-Karjala
4H 119m² Margaretankuja 1 Masku,4H,365000,119,Omakotitalo,2022,Varsinais-Suomi
2H 595m² Hauenpolvi 8 A Savonlinna,2H,59000,59,Kerrostalo,1991,Etelä-Savo
2H 59m² Inkilänmäenkatu 20 A Kuopio,2H,37000,59,Kerrostalo,1972,Pohjois-Savo
2H 675m² Ahopellontie 2 Savonlinna,2H,45000,67,Rivitalo,1984,Etelä-Savo
3H 87m² Martinkatu 25 Hyvinkää,3H,109000,87,Kerrostalo,1974,Uusimaa
3H 82m² Lemminkäisenkatu 18 B Savonlinna,3H,57000,82,Kerrostalo,1958,Etelä-Savo
4H 100m² Kärkänkatu 25 Salo,4H,189000,100,Omakotitalo,2002,Varsinais-Suomi
2H 55m² Turrintie 1 A Salo,2H,45000,55,Kerrostalo,1975,Varsinais-Suomi
1H 32m² Masuunintie 4 A Kemiönsaari,1H,25000,32,Kerrostalo,1975,Varsinais-Suomi
2H 49m² Kiertokatu 12 as 28 Pori,2H,79000,49,Kerrostalo,1950,Satakunta
6H 142m² Peltotie 11 A Kuopio,6H,289000,142,Rivitalo,1973,Pohjois-Savo
4H 100m² Ensolantie 3 Savonlinna,4H,89000,100,Omakotitalo,1960,Etelä-Savo
3H 74m² Kangasvuokontie 12 A Savonlinna,3H,49000,74,Kerrostalo,1970,Etelä-Savo
Vaasa Keskusta Koulukatu 66 A 10 3h k lasitettu,3H,178000,72,Kerrostalo,1971,Pohjanmaa
4H 110m² Lumikontie 14 Joensuu,4H,145000,110,Omakotitalo,1984,Pohjois-Karjala
1H 25m² Ojalehdonkuja 2 D 133 Vantaa,1H,142000,25,Kerrostalo,2022,Uusimaa
2H 43m² Pihlajavedenkuja 1 B Savonlinna,2H,59000,43,Kerrostalo,1979,Etelä-Savo
5H 105m² Lampareentie 4 Kirkkonummi,5H,139000,105,Omakotitalo,1957,Uusimaa
2H 47m² Kiviharjunkatu 12 Lappeenranta,2H,115000,47,Kerrostalo,1962,Etelä-Karjala
4H 119m² Kauppatie 6 Salo,4H,98000,119,Omakotitalo,1979,Varsinais-Suomi
3H 603m² Pohjolankatu 7 A Kuopio,3H,134000,60,Kerrostalo,1959,Pohjois-Savo
2H 46m² Kullerotie 5 Savonlinna,2H,28000,46,Rivitalo,1986,Etelä-Savo
2H 46m² Saarijärventie 12 D Kuopio,2H,43000,46,Kerrostalo,1973,Pohjois-Savo
1H 34m² Luistelijantie 2 A Kuopio,1H,98000,34,Kerrostalo,1966,Pohjois-Savo
4H 965m² Tehtaankatu 22 B Savonlinna,4H,69000,96,Rivitalo,1978,Etelä-Savo
2H 605m² Kylpylaitoksentie 8 B Savonlinna,2H,235000,60,Kerrostalo,2010,Etelä-Savo
3H 85m² Annikinkatu 13 B Savonlinna,3H,89000,85,Kerrostalo,1984,Etelä-Savo
2H 58m² Ratakatu 36 C Lappeenranta,2H,135000,58,Rivitalo,1984,Etelä-Karjala
5H 130m² Gottlundinkatu 20 A Kuopio,5H,279000,130,Omakotitalo,1991,Pohjois-Savo
2H 545m² Tilanhoitajankaari 14 A Helsinki,2H,270000,54,Kerrostalo,2004,Uusimaa
2H 595m² Haltijantie 2 E Kotka,2H,25000,59,Kerrostalo,1971,Kymenlaakso
1H 425m² Kauppatie 8 B Savonlinna,1H,39000,42,Kerrostalo,1990,Etelä-Savo
2H 565m² Rantapuistonkatu 6 C Kuopio,2H,194000,56,Kerrostalo,2017,Pohjois-Savo
3H 78m² Kalevalankatu 7 A Kuopio,3H,129000,78,Kerrostalo,1968,Pohjois-Savo
2H 42m² Turrintie 1 B Salo,2H,38000,42,Kerrostalo,1975,Varsinais-Suomi
4H 119m² Margaretankuja 3 Masku,4H,365000,119,Omakotitalo,2022,Varsinais-Suomi
4H 106m² Vierulankatu 12 Lappeenranta,4H,164000,106,Omakotitalo,1980,Etelä-Karjala
2H 50m² Hiihtäjäntie 7 D Kuopio,2H,89900,50,Kerrostalo,1969,Pohjois-Savo
4H 90m² Pihlajavedentie 13 A Savonlinna,4H,112000,90,Kerrostalo,1977,Etelä-Savo
3H 755m² Kalevankatu 78 B Lappeenranta,3H,59000,75,Kerrostalo,1966,Etelä-Karjala
Helsinki Vuosaari Satamasaarentie 4 3h k parveke,3H,230000,70,Kerrostalo,1967,Uusimaa
2H 635m² Kauppakatu 3a A Kuopio,2H,269000,63,Kerrostalo,1998,Pohjois-Savo
2H 505m² Mammonniementie 4 A Taipalsaari,2H,79800,50,Kerrostalo,1990,Etelä-Karjala
4H 122m² Joenniementie 79 Pälkäne,4H,369000,122,Omakotitalo,1983,Pirkanmaa
5H 119m² Haapaniemenkatu 6 A Kuopio,5H,280000,119,Kerrostalo,1966,Pohjois-Savo
6H 151m² Myllytie 14 Kitee,6H,15000,151,Omakotitalo,1968,Pohjois-Karjala
3H 87m² Torikatu 3 Parikkala,3H,62000,87,Kerrostalo,1974,Etelä-Karjala
3H 74m² Inkiläntie 10 A Kuopio,3H,39000,74,Kerrostalo,1973,Pohjois-Savo
5H 90m² Nikkelitie 26 Pori,5H,39000,90,Omakotitalo,1961,Satakunta
2H 59m² Masuunintie 4 A Kemiönsaari,2H,57000,59,Kerrostalo,1975,Varsinais-Suomi
5H 185m² Nikkiläntie 74 Salo,5H,389000,185,Omakotitalo,2011,Varsinais-Suomi
3H 80m² Pinolaaksonkatu 10 Seinäjoki,3H,108000,80,Rivitalo,1978,Etelä-Pohjanmaa
