Title,Rooms,Price,Size,Type,Year,Location
3H 84m² Kuopionkatu 1 A Vaasa,3H,118000,84,Rivitalo,1977,Pohjanmaa
6H 170m² Kyläsaarentie 29 Pori,6H,128000,170,Omakotitalo,1976,Satakunta
Kajaani Komiaho Marjatanpolku 37 4h k s kph wc,4H,49000,97,Omakotitalo,1976,Kainuu
Kirkkonummi Masala Framnäsintie 3 1hktparveke,1H,118500,22,Kerrostalo,2022,Uusimaa
3H 97m² Lapinniementie 18 B Pietarsaari,3H,297000,97,Omakotitalo,2022,Pohjanmaa
2H 39m² Papinpolku 10 B Seinäjoki,2H,139000,39,Rivitalo,2023,Etelä-Pohjanmaa
Kuopio Puijonlaakso Sammakkolammentie 3 3h k,3H,79000,75,Kerrostalo,1971,Pohjois-Savo
3H 755m² Valtatie 48 Oulu,3H,87000,75,Kerrostalo,1979,Pohjois-Pohjanmaa
Ilmajoki Ahonkylä Täysikuuntie 3 B 5 3h k s las,3H,189000,75,Rivitalo,2023,Etelä-Pohjanmaa
3H 95m² Larminkatu 5 A Kokemäki,3H,75000,95,Kerrostalo,1964,Satakunta
1H 31m² Kangaskatu 14 A Kouvola,1H,32000,31,Kerrostalo,1974,Kymenlaakso
3H 805m² RantaTampellan katu 12 A Tampere,3H,949000,80,Kerrostalo,2021,Pirkanmaa
3H 695m² Joutsentie 5 A Lappeenranta,3H,59900,69,Kerrostalo,1973,Etelä-Karjala
1H 28m² Virtakuja 4 A 49 Vantaa,1H,179280,28,Kerrostalo,2021,Uusimaa
Hartola Keskusta Opintie 6 3h k kph s wc vh,3H,55000,80,Rivitalo,1983,Päijät-Häme
Jämsä Puistola Männistöntie 1 1h kk,1H,19500,36,Rivitalo,1979,Keski-Suomi
5H 1115m² Lorenzinkuja 9 b Pyhtää,5H,159000,111,Omakotitalo,1983,Kymenlaakso
1H 30m² Inkilänmäenkatu 14 D Kuopio,1H,70000,30,Kerrostalo,1970,Pohjois-Savo
Hamina Linnoitus Isoympyräkatu 3 2hkkphlasitett,2H,84500,51,Kerrostalo,1962,Kymenlaakso
2H 46m² Suohaukantie 4 B Oulu,2H,68000,46,Kerrostalo,1968,Pohjois-Pohjanmaa
Luumäki Taavetti Marttilantie 21 2hkk,2H,24000,48,Kerrostalo,1974,Etelä-Karjala
4H 1407m² Paavonkuja 43 Laukaa,4H,299000,140,Omakotitalo,2013,Keski-Suomi
6H 208m² Mariantie 21 B Kauniainen,6H,1190000,208,Omakotitalo,2010,Uusimaa
Kuopio Puijonlaakso Luistelijantie 4 2hkts,2H,192500,50,Kerrostalo,2021,Pohjois-Savo
2H 54m² Sakaristontie 8 Kouvola,2H,85000,54,Kerrostalo,1957,Kymenlaakso
3H 755m² Kuusistonkatu 33 Valkeakoski,3H,69900,75,Kerrostalo,1974,Pirkanmaa
3H 78m² Sudentie 2123 Rovaniemi,3H,106000,78,Rivitalo,1985,Lappi
4H 117m² Kokintie 340 C Koski Tl,4H,57000,117,Omakotitalo,1940,Varsinais-Suomi
1H 33m² Marsinkuja 6 H Vantaa,1H,69000,33,Kerrostalo,1972,Uusimaa
2H 455m² Sinkilätie 1 B Helsinki,2H,215000,45,Kerrostalo,2020,Uusimaa
Raasepori Raasepori Pohjantie 1 2hk,2H,41000,59,Kerrostalo,1975,Uusimaa
Lappeenranta Taikinamäki Armilankatu 18 2hkkp,2H,115000,43,Kerrostalo,1953,Etelä-Karjala
Seinäjoki Nurmo Myllytie 5 E 8 3h k s,3H,119000,70,Rivitalo,1988,Etelä-Pohjanmaa
Heinola Mustikkahaka Puolukkatie 2 2h kk kph p,2H,26000,58,Kerrostalo,1971,Päijät-Häme
Lahti Tonttila AlaTonttilankatu 6 2h k kph p,2H,67000,59,Kerrostalo,1970,Päijät-Häme
3H 805m² Perjalantie 5 Riihimäki,3H,95000,80,Kerrostalo,1967,Kanta-Häme
Jämsä Keskusta Asessorintie 7 4h k s at,4H,89000,105,Omakotitalo,1962,Keski-Suomi
5H 177m² Rantalantie 20 Laihia,5H,269000,177,Omakotitalo,1986,Pohjanmaa
Helsinki Laajasalo Gunillankuja 2 5h k khh 2kph,5H,499000,202,Rivitalo,1972,Uusimaa
5H 120m² Ahertajankaarto 4 Iisalmi,5H,36000,120,Omakotitalo,1960,Pohjois-Savo
5H 120m² Kaunismäentie 17 C Pori,5H,179000,120,Rivitalo,1962,Satakunta
1H 34m² Dragsvikin puistokuja 3 Raasepori,1H,124000,34,Luhtitalo,2019,Uusimaa
4H 100m² Rautatienkatu 21 Loviisa,4H,135000,100,Omakotitalo,1960,Uusimaa
1H 285m² Ukonkellontie 4 B Kirkkonummi,1H,156000,28,Luhtitalo,2017,Uusimaa
2H 60m² Topparoikka 3 Kirkkonummi,2H,149900,60,Kerrostalo,1978,Uusimaa
Lappeenranta Joutseno Pääskynpolku 4 4hkspshyk,4H,79000,117,Omakotitalo,1972,Etelä-Karjala
Kajaani Variskangas Käenpolku 2 F 3h k s,3H,115000,67,Rivitalo,1972,Kainuu
Jämsä Pispala Pispalantie 24 2h k kylpyhuone ja,2H,39000,55,Rivitalo,1978,Keski-Suomi
2H 52m² Kirstinkatu 9 B Helsinki,2H,367000,52,Kerrostalo,1959,Uusimaa
3H 69m² Sairaalakatu 3 B 43 Joensuu,3H,305500,69,Kerrostalo,2023,Pohjois-Karjala
3H 715m² Norolanraitti 7 A Jyväskylä,3H,32818,71,Kerrostalo,2022,Keski-Suomi
Espoo Niittykumpu Niittyportti 2 2hkt,2H,298900,42,Kerrostalo,2023,Uusimaa
6H 142m² Kallaantie 16 Kemijärvi,6H,147000,142,Omakotitalo,1980,Lappi
3H 775m² Purolankatu 8 Kemi,3H,43500,77,Kerrostalo,1972,Lappi
Kaarina Auvainen Tiurakuja 5 45hksautokatos,5H,180000,115,Omakotitalo,1972,Varsinais-Suomi
Helsinki Punavuori Uudenmaankatu 44 1havokkph,1H,296000,31,Kerrostalo,1930,Uusimaa
Jämsä Jämsänkoski Korvenmäki Alatie 20 2h k s,2H,65000,64,Kerrostalo,2000,Keski-Suomi
Järvenpää Loutti Järvipuistonkatu 2 2hk,2H,124000,57,Kerrostalo,1966,Uusimaa
2H 425m² Väinöläntie 5 A Joensuu,2H,85000,42,Luhtitalo,2010,Pohjois-Karjala
2H 56m² Saarijärventie 21 E Kuopio,2H,45000,56,Kerrostalo,1974,Pohjois-Savo
12H 240m² Kyröntie 2 Sonkajärvi,2H,45000,240,Omakotitalo,1974,Pohjois-Savo
Imatra Imatrankoski Topinkuja 10 2hkk,2H,39000,42,Kerrostalo,1977,Etelä-Karjala
3H 645m² Virtakuja 4 A 44 Vantaa,3H,319140,64,Kerrostalo,2021,Uusimaa
Jämsä Jämsänkoski Puistola Jukolantie 3 3h k s,3H,67000,81,Rivitalo,1976,Keski-Suomi
2H 44m² Valtakatu 26 Rovaniemi,2H,114000,44,Kerrostalo,1957,Lappi
6H 164m² Svenäsintie 50 Loviisa,6H,145000,164,Omakotitalo,1953,Uusimaa
5H 152m² Ruuhikuja 3 Turku,5H,348000,152,Omakotitalo,1961,Varsinais-Suomi
Hamina Tompurinmäki Pukkilantie 4 2hkphswc,2H,75000,60,Rivitalo,1970,Kymenlaakso
3H 645m² Sairaalakatu 3 A 27 Joensuu,3H,269500,64,Kerrostalo,2021,Pohjois-Karjala
3H 122m² Köngäspolku 8 Rovaniemi,3H,140000,122,Omakotitalo,2015,Lappi
Jämsä Keskinen Riistapolku 4 2h kk s autokatos,2H,55000,44,Rivitalo,1991,Keski-Suomi
3H 565m² Virtakuja 4 A 4 Vantaa,3H,277560,56,Kerrostalo,2021,Uusimaa
4H 1193m² Moreenikatu 7 Seinäjoki,4H,237000,119,Omakotitalo,2001,Etelä-Pohjanmaa
Helsinki Katajanokka Katajanokanranta 17 2h k s,2H,319000,50,Kerrostalo,1982,Uusimaa
3H 107m² Tarvaistentie 1059 Eura,3H,78500,107,Omakotitalo,1951,Satakunta
1H 365m² Aakkulantie 27 Kangasala,1H,17690,36,Kerrostalo,2021,Pirkanmaa
2H 61m² Pöllösenlahdenkatu 9 B Iisalmi,2H,29000,61,Kerrostalo,1972,Pohjois-Savo
Espoo Kavallinmäki Kavallinmäki 13 1havok,1H,159100,21,Kerrostalo,2022,Uusimaa
Jämsä Lavamäki Suosaarentie 15 3h k s,3H,39000,64,Omakotitalo,1932,Keski-Suomi
2H 525m² Tyrskyvuori 2 D Espoo,2H,309000,52,Kerrostalo,2012,Uusimaa
Espoo Niittykumpu Niittyportti 2 3hkts,3H,388900,59,Kerrostalo,2023,Uusimaa
2H 455m² Männiköntie 9 A Joensuu,2H,149000,45,Luhtitalo,2013,Pohjois-Karjala
Tuusula Kellokoski Kalliolinnankuja 2 3hkp,3H,75000,77,Kerrostalo,1975,Uusimaa
Mäntsälä Koskenranta Mikkosentie 25 as 2hks,2H,133000,60,Rivitalo,1989,Uusimaa
1H 28m² Pryssinkatu 12 A Turku,1H,152000,28,Kerrostalo,2022,Varsinais-Suomi
4H 100m² Viljonpolku 4 Kotka,4H,85000,100,Kerrostalo,1952,Kymenlaakso
3H 95m² Sammaltie 6 Vaala,3H,37000,95,Omakotitalo,1977,Pohjois-Pohjanmaa
3H 565m² Virtakuja 4 A 12 Vantaa,3H,282420,56,Kerrostalo,2021,Uusimaa
Salo Lukkarinmäki Salmenranta 2C 3hkkphvh,3H,112000,71,Kerrostalo,1963,Varsinais-Suomi
2H 58m² Yrjönkatu 3 H Outokumpu,2H,13900,58,Kerrostalo,1977,Pohjois-Karjala
Pälkäne Onkkaala Käpytie 3 3h k kph s wc ter,3H,85000,80,Rivitalo,1981,Pirkanmaa
3H 795m² Luutnantinpolku 9 Helsinki,3H,189900,79,Kerrostalo,1982,Uusimaa
Kajaani Lohtaja Kaikukatu 12 2h k s,2H,49500,63,Kerrostalo,1984,Kainuu
5H 139m² Oikopolku 20 Kuopio,5H,239000,139,Omakotitalo,1987,Pohjois-Savo
4H 93m² Keskuspuistokatu 13 Kemi,4H,79500,93,Kerrostalo,1966,Lappi
4H 1125m² Sulkakuja 2 Pyhäjoki,4H,135000,112,Omakotitalo,1994,Pohjois-Pohjanmaa
Hartola keskusta Koulutie 2 2h kk kph vh p,2H,22500,64,Kerrostalo,1971,Päijät-Häme
Seinäjoki Kärki Puukholleri 2 B 6 4h k s2kph,4H,229000,86,Rivitalo,2023,Etelä-Pohjanmaa
4H 100m² Keltintie Kouvola,4H,138000,100,Omakotitalo,1964,Kymenlaakso
4H 109m² Oksatie 6 Taipalsaari,4H,160000,109,Rivitalo,1978,Etelä-Karjala
Kirkkonummi Kirkkonummi Wiikintie 2 3hktp,3H,138000,76,Kerrostalo,1982,Uusimaa
2H 39m² Ihanakatu 13 A Tampere,2H,172000,39,Kerrostalo,1974,Pirkanmaa
Kangasala Tohkala Pihtikorventie 7 4hk,4H,38000,75,Omakotitalo,1920,Pirkanmaa
Espoo Niittykumpu Niittyportti 2 2hktsvh,2H,350000,53,Kerrostalo,2023,Uusimaa
Lappeenranta Alakylä Kalervonkatu 24 3hkskellar,3H,320000,77,Rivitalo,2012,Etelä-Karjala
Lappeenranta Monola Monolantie 103 3hks,3H,80000,101,Rivitalo,1984,Etelä-Karjala
Hyvinkää Parantola Sandelininkatu 5 2hkparv,2H,118000,57,Kerrostalo,1955,Uusimaa
2H 69m² Keskuskatu 85 B Raasepori,2H,92000,69,Kerrostalo,1981,Uusimaa
2H 50m² Jaksonkatu 7 Lahti,2H,20879,50,Kerrostalo,2023,Päijät-Häme
7H 4605m² Kanavatie 10 Joensuu,7H,95000,460,Kerrostalo,1956,Pohjois-Karjala
Jämsä Auvila Pajamäenkatu 5 2h k s autotalli,2H,59000,67,Rivitalo,1989,Keski-Suomi
Lappeenranta Rakuunamäki Kasarmikatu 14 3hk,3H,256650,59,Kerrostalo,2022,Etelä-Karjala
3H 85m² Saarmaantie 45 Riihimäki,3H,108000,85,Kerrostalo,1912,Kanta-Häme
2H 46m² Jormantie 11 Somero,2H,68500,46,Rivitalo,1990,Varsinais-Suomi
4H 81m² Kauppakatu 19 B Seinäjoki,4H,117000,81,Kerrostalo,1962,Etelä-Pohjanmaa
Lappeenranta Joutseno Lehtopolku 2 3h  k  s  p,3H,99000,85,Rivitalo,1981,Etelä-Karjala
2H 375m² Sairaalakatu 3 B 26 Joensuu,2H,179400,37,Kerrostalo,2023,Pohjois-Karjala
Lahti Liipola Jyrkänkatu 3 3h k,3H,74000,77,Kerrostalo,1974,Päijät-Häme
2H 45m² Kapteeninkatu 24 F Helsinki,2H,392000,45,Kerrostalo,1929,Uusimaa
Helsinki Malminkartano Puustellinpolku 16 2h k k,2H,164000,57,Kerrostalo,1985,Uusimaa
Imatra Imatrankoski Kallenkatu 3 2hkk,2H,52500,48,Kerrostalo,1975,Etelä-Karjala
2H 595m² Vuorenrinne 17 Kotka,2H,23000,59,Kerrostalo,1977,Kymenlaakso
3H 80m² Harjunummentie 28 A Eura,3H,43000,80,Omakotitalo,1942,Satakunta
2H 44m² Sairaalakatu 3 B 47 Joensuu,2H,217900,44,Kerrostalo,2023,Pohjois-Karjala
Lahti Keskusta Rauhankatu 4 4h k kph lp,4H,216000,80,Kerrostalo,1963,Päijät-Häme
2H 49m² Koulukatu 7 Turku,2H,258500,49,Rivitalo,2020,Varsinais-Suomi
Rovaniemi Rantavitikka Tammikuja 2 1hkk2mtstera,1H,163000,44,Kerrostalo,2021,Lappi
6H 157m² Keskuskatu 37 Raasepori,6H,254000,157,Omakotitalo,1939,Uusimaa
2H 565m² Pitkäkatu 41 A Hanko,2H,114025,56,Kerrostalo,1970,Uusimaa
Mäntsälä Koskenranta Mikkosentie 19 3h k psh s,3H,137000,83,Rivitalo,1975,Uusimaa
4H 120m² Könöläntie 39 Tornio,4H,29000,120,Omakotitalo,1976,Lappi
Pyhtää HUUTJÄRVI Kalarannantie 16 tk et4h k vh,4H,70000,98,Omakotitalo,1966,Kymenlaakso
4H 1135m² Huovinkuja 2 Oulu,4H,185000,113,Omakotitalo,1981,Pohjois-Pohjanmaa
2H 35m² Hakakatu 12 C Oulu,2H,103000,35,Kerrostalo,1957,Pohjois-Pohjanmaa
Lappeenranta Ihalainen Paraistentie 1 5hkkph,5H,109000,108,Kerrostalo,1938,Etelä-Karjala
3H 65m² Döbelninkatu 23 A Pietarsaari,3H,115000,65,Luhtitalo,1998,Pohjanmaa
Tuusula Riihikallio Haukantie 8 4hklasitettu par,4H,133000,96,Kerrostalo,1968,Uusimaa
4H 120m² Oikokatu 12 Iisalmi,4H,67000,120,Omakotitalo,1953,Pohjois-Savo
2H 60m² Keulantie 6 E Pori,2H,45000,60,Kerrostalo,1977,Satakunta
2H 59m² Viinikantie 4 B Nakkila,2H,41000,59,Kerrostalo,1983,Satakunta
Luumäki Taavetti Linnalantie 30 2HK,2H,24000,46,Kerrostalo,1978,Etelä-Karjala
2H 57m² Viikinkikuja 4 Vantaa,2H,22578,57,Kerrostalo,2000,Uusimaa
5H 111m² Flinkintie 13 Vaasa,5H,330000,111,Omakotitalo,2020,Pohjanmaa
4H 875m² Asmalammentie 10 Jyväskylä,4H,30334,87,Rivitalo,2006,Keski-Suomi
2H 45m² Linnavallintie 6 A 3 Kempele,2H,148310,45,Kerrostalo,2022,Pohjois-Pohjanmaa
3H 62m² Sankarinkatu 15 Iisalmi,3H,69000,62,Kerrostalo,1962,Pohjois-Savo
3H 78m² Ojalankatu 22 C Hyvinkää,3H,168000,78,Kerrostalo,1965,Uusimaa
3H 76m² Jukolantie 9 Kouvola,3H,59000,76,Kerrostalo,1970,Kymenlaakso
1H 28m² Virtakuja 4 A 20 Vantaa,1H,170640,28,Kerrostalo,2021,Uusimaa
2H 55m² Raskinpolku 5 Turku,2H,91500,55,Kerrostalo,1975,Varsinais-Suomi
6H 1435m² Puotilantie 496 Vehmaa,6H,69900,143,Omakotitalo,1960,Varsinais-Suomi
1H 30m² Pankalamminkatu 2 Mikkeli,1H,117300,30,Kerrostalo,2021,Etelä-Savo
Jyväskylä Sulku Kaakonsiipi 7 2hkkphvhparveke,2H,36000,60,Kerrostalo,1977,Keski-Suomi
1H 28m² Virtakuja 4 A 14 Vantaa,1H,163620,28,Kerrostalo,2021,Uusimaa
3H 81m² Voudinkatu 6 E Kaarina,3H,163000,81,Kerrostalo,1985,Varsinais-Suomi
Raasepori Karjaa Bulevardi 5 A talo 7h k kph s,7H,219000,145,Omakotitalo,1932,Uusimaa
2H 485m² Itsenäisyydenkatu 16 Loimaa,2H,163000,48,Omakotitalo,2021,Varsinais-Suomi
Rovaniemi Keskusta Maakuntakatu 4 1hkkalk,1H,123000,30,Kerrostalo,2016,Lappi
Jämsä Asemamäki Ketotie 4 3h k s takkahuone au,3H,137000,128,Omakotitalo,1992,Keski-Suomi
4H 107m² Kirkkokalliontie 18 Loimaa,4H,117000,107,Omakotitalo,1976,Varsinais-Suomi
Hyvinkää Parantola Impilinnankatu 3 3h k,3H,105000,69,Kerrostalo,1974,Uusimaa
3H 965m² Brontie 2 Kirkkonummi,3H,215000,96,Rivitalo,1971,Uusimaa
1H 20m² Tuulikinkatu 2 Mikkeli,1H,95900,20,Kerrostalo,2022,Etelä-Savo
4H 135m² Jaakontie 2 Laihia,4H,112000,135,Omakotitalo,1962,Pohjanmaa
2H 49m² Kivijärventie 11 Luumäki,2H,58000,49,Rivitalo,1980,Etelä-Karjala
Jämsä Virtasalmi Vieremäntie 2 4h k s at  alak,4H,109000,120,Omakotitalo,1962,Keski-Suomi
2H 445m² Tuulikinkatu 2 Mikkeli,2H,156900,44,Kerrostalo,2022,Etelä-Savo
4H 120m² Pulmussuontie 9 Turku,4H,279000,120,Omakotitalo,1948,Varsinais-Suomi
Hyvinkää Vieremä Väinölänkatu 10 4hkkphwc eril,4H,105000,92,Kerrostalo,1967,Uusimaa
Lahti Kärpänen Suitsikatu 6 3h k wc kph 2x vh,3H,67000,100,Kerrostalo,1973,Päijät-Häme
1H 26m² Keskuskatu 2 B Mäntsälä,1H,108000,26,Kerrostalo,2018,Uusimaa
Vihti Vihdin kirkonkylä Kuortilankuja 4 1hkk,1H,268000,25,Kerrostalo,1976,Uusimaa
2H 595m² Norolanraitti 7 B Jyväskylä,2H,27873,59,Kerrostalo,2022,Keski-Suomi
2H 375m² Sairaalakatu 3 B 17 Joensuu,2H,174200,37,Kerrostalo,2023,Pohjois-Karjala
4H 955m² Vallesmanninkatu 4 A Kotka,4H,86000,95,Kerrostalo,1960,Kymenlaakso
2H 445m² Kaivopolku 6 B Ulvila,2H,39000,44,Kerrostalo,1974,Satakunta
Vantaa Pähkinärinne Lammaslammentie 16 2hkkkphv,2H,163000,46,Kerrostalo,1975,Uusimaa
4H 95m² Pehkosenkuja 4 Liminka,4H,198000,95,Luhtitalo,2019,Pohjois-Pohjanmaa
4H 100m² Urheilutie 9 Lappeenranta,4H,70000,100,Omakotitalo,1960,Etelä-Karjala
Lahti Jalkaranta Kankolankatu 12 7h kirjastoh k,7H,430000,240,Omakotitalo,1970,Päijät-Häme
Ruokolahti NiskaPietilä Niskapietiläntie 596 6hk,6H,138000,156,Omakotitalo,1949,Etelä-Karjala
Lahti Kivimaa Metsärinteenkatu 9 3h k kph vh p,3H,81000,71,Kerrostalo,1967,Päijät-Häme
5H 111m² Muoniontie 207 Kolari,5H,55000,111,Omakotitalo,1962,Lappi
2H 50m² Pataljoonantie 9 Tuusula,2H,245500,50,Kerrostalo,2022,Uusimaa
4H 133m² Heinäpellontie 18 Vaasa,4H,245000,133,Omakotitalo,1985,Pohjanmaa
Kerava Untola Nyyrikinkuja 3 1hkk,1H,98000,34,Kerrostalo,1980,Uusimaa
2H 635m² Puistokuja 9 B Loviisa,2H,79500,63,Rivitalo,1975,Uusimaa
Lappeenranta Lepola Juvakankatu 43 5hks,5H,265000,182,Omakotitalo,1954,Etelä-Karjala
Lappeenranta Kivisalmi Metsäsaimaankatu 22 3hk,3H,79900,69,Kerrostalo,1974,Etelä-Karjala
4H 100m² Kaukomäentie 267 Eurajoki,4H,41500,100,Omakotitalo,1948,Satakunta
Vantaa Tikkurila Ratatie 4 2h avokeittiö kph s,2H,329000,58,Kerrostalo,1973,Uusimaa
Nokia Ketolanmäki Ketolanmäenkatu 6 3hk,3H,84000,83,Kerrostalo,1972,Pirkanmaa
1H 26m² Virtakuja 4 A 28 Vantaa,1H,169560,26,Kerrostalo,2021,Uusimaa
4H 905m² Sompasaarenlaituri 16 A 30 Helsinki,4H,903000,90,Kerrostalo,2021,Uusimaa
4H 103m² Viljonpolku 6 A Kotka,4H,82000,103,Kerrostalo,1951,Kymenlaakso
3H 915m² Parinpellontie 2 Hollola,3H,49500,91,Rivitalo,1982,Päijät-Häme
1H 335m² Ryytipolku 2 A Jyväskylä,1H,103000,33,Kerrostalo,2016,Keski-Suomi
Kajaani Laajankangas Karpalokuja 12 3h k s,3H,234000,75,Rivitalo,2019,Kainuu
6H 200m² Ratapihankatu 2 Uusikaupunki,6H,285000,200,Omakotitalo,1928,Varsinais-Suomi
3H 745m² Gesterbynpolku 4 B Kirkkonummi,3H,98000,74,Kerrostalo,1973,Uusimaa
3H 60m² Kaakkuritie 1 B Oulu,3H,119000,60,Rivitalo,1956,Pohjois-Pohjanmaa
Sauvo Sauvo Järvenkyläntie 1203 4hk2wcet,4H,319000,70,Omakotitalo,1911,Varsinais-Suomi
Kuopio Männistö Honkaharjunkatu 2 6h k 2 x kph,6H,149000,120,Kerrostalo,1989,Pohjois-Savo
2H 44m² Haltiantie 8 C Vantaa,2H,148000,44,Kerrostalo,1966,Uusimaa
6H 200m² Ollikkalankatu 18 Salo,6H,249800,200,Omakotitalo,1904,Varsinais-Suomi
4H 1065m² Naakantie 34 Valkeakoski,4H,109000,106,Omakotitalo,1958,Pirkanmaa
Kuopio Puijonlaakso Luistelijantie 4 3hkts,3H,242000,67,Kerrostalo,2021,Pohjois-Savo
3H 83m² Koirakorventie 18 Harjavalta,3H,59000,83,Omakotitalo,1980,Satakunta
Kangasala Sahalahti Paatialantie 24 3hkkhhkphs,3H,149318,80,Rivitalo,2007,Pirkanmaa
1H 405m² Asemakatu 41 Vaasa,1H,89000,40,Rivitalo,1941,Pohjanmaa
Jämsä Palomäki Kumpulantie 11 1h k s autokatos,1H,42000,36,Rivitalo,1976,Keski-Suomi
5H 1548m² Laukkatie 5 Vaasa,5H,279000,154,Omakotitalo,1997,Pohjanmaa
2H 55m² Kaivokatu 13 A 5 Kotka,2H,75000,55,Kerrostalo,1968,Kymenlaakso
3H 84m² Juhannusvuorentie 1 Valkeakoski,3H,109000,84,Rivitalo,1972,Pirkanmaa
Jämsä Moiskala Härvässuontie 3 3h k s tkh auto,3H,79000,74,Omakotitalo,1969,Keski-Suomi
3H 73m² Piiparinpolku 15 A Turku,3H,88000,73,Kerrostalo,1976,Varsinais-Suomi
Hollola Tiilikangas Salpatie 1 2h kk kph lasp,2H,39500,45,Kerrostalo,1975,Päijät-Häme
Espoo Suvela Kirstinharju 11 4hk,4H,169000,94,Kerrostalo,1972,Uusimaa
1H 27m² Hirsikatu 19 A Riihimäki,1H,63000,27,Kerrostalo,1970,Kanta-Häme
Helsinki Vuosaari Satamasaarentie 1 4hk,4H,297700,115,Kerrostalo,1966,Uusimaa
4H 74m² Tasavallankatu 3 A Pori,4H,137000,74,Kerrostalo,1959,Satakunta
Lahti Uusikylä Omenakuja 1 3h k kph ter,3H,64000,65,Rivitalo,1968,Päijät-Häme
2H 60m² Orelinkatu 55 A Nokia,2H,89500,60,Kerrostalo,1969,Pirkanmaa
Kajaani Palokangas Sudenpolku 12 4h k kph wc,4H,79000,81,Kerrostalo,1966,Kainuu
Espoo Saunalahti Tyyrpuuri 2 3hkt2xparveke,3H,213000,51,Kerrostalo,2019,Uusimaa
3H 81m² Kuhlefeltinkatu 13 D Loviisa,3H,202000,81,Rivitalo,1998,Uusimaa
Lapua Välilä Välilänkatu 10 2hkparveke,2H,39000,59,Kerrostalo,1971,Etelä-Pohjanmaa
2H 585m² Kulottajantie 6 A Jyväskylä,2H,49500,58,Kerrostalo,1975,Keski-Suomi
1H 27m² Albertinkatu 9 Oulu,1H,154000,27,Kerrostalo,2020,Pohjois-Pohjanmaa
4H 104m² Niittyaho 1 Raasepori,4H,198000,104,Omakotitalo,1989,Uusimaa
2H 51m² Valtakatu 20 Kemi,2H,27000,51,Kerrostalo,1957,Lappi
2H 365m² Teljänkatu 1 B Pori,2H,154420,36,Kerrostalo,2017,Satakunta
1H 375m² Ainontie 4 B Kangasala,1H,89000,37,Kerrostalo,1984,Pirkanmaa
3H 73m² Terveystie 11 Oulu,3H,177000,73,Kerrostalo,2014,Pohjois-Pohjanmaa
4H 134m² Rinnekuja 11 Vantaa,4H,485000,134,Omakotitalo,2003,Uusimaa
2H 425m² Heimgårdintie 4 D 15 Inkoo,2H,127500,42,Rivitalo,2021,Uusimaa
Seinäjoki Pohja Sammonkatu 26 4h k,4H,123000,83,Kerrostalo,1974,Etelä-Pohjanmaa
5H 99m² Kalevanpuisto 63 C Pori,5H,75000,99,Kerrostalo,1966,Satakunta
Kuhmoinen Pihlajakoski Pihlajatie 8 2hkkhhkphs,2H,395000,82,Omakotitalo,2006,Pirkanmaa
4H 83m² Aleksanterinkatu 12 A Loviisa,4H,130000,83,Kerrostalo,1970,Uusimaa
4H 133m² Työmiehenkatu 4 Akaa,4H,199000,133,Omakotitalo,2007,Pirkanmaa
3H 60m² Piipputori 2 Jyväskylä,3H,29607,60,Kerrostalo,2018,Keski-Suomi
Nokia Keskusta Välikatu 13 1hktp,1H,122000,24,Kerrostalo,2020,Pirkanmaa
Kemiönsaari Brännkullen Konstaapelintie 5 3hksk,3H,148000,70,Omakotitalo,1930,Varsinais-Suomi
3H 70m² Lukkarinkatu 11 A Kotka,3H,39000,70,Kerrostalo,1978,Kymenlaakso
6H 172m² Kirkkojärventie 17 Naantali,6H,349000,172,Omakotitalo,2005,Varsinais-Suomi
Jämsä Linnasenrinne Laaksotie 14 2h k s ak,2H,49000,64,Rivitalo,1982,Keski-Suomi
5H 229m² Jokivarrentie 3626 Tornio,5H,229000,229,Omakotitalo,1987,Lappi
7H 184m² Hytösenkuja 4 Jyväskylä,7H,549000,184,Omakotitalo,1970,Keski-Suomi
3H 109m² Karjakuja 95 Miehikkälä,3H,148000,109,Omakotitalo,1964,Kymenlaakso
3H 735m² Kaasmarkuntie 761 B Ulvila,3H,68000,73,Rivitalo,1984,Satakunta
Pori Keskusta Isouusikatu 10 3hk,3H,95000,71,Kerrostalo,1974,Satakunta
Sastamala Kiikoinen Kiikostentie 1214 Astalo 5h,5H,179000,120,Omakotitalo,1955,Pirkanmaa
Kerava Kilta Nahkurinpolku 7 4h k psh lasitettu,4H,159900,93,Kerrostalo,1979,Uusimaa
Sastamala Vammala Käsityökatu 16 2H KK,2H,59000,59,Luhtitalo,1964,Pirkanmaa
Kuopio Mustinlahti Hiukastenmäentie 10 2h  k  wc,2H,64000,56,Omakotitalo,1956,Pohjois-Savo
4H 1075m² Huhtasuonkatu 36 C Jyväskylä,4H,149000,107,Rivitalo,1975,Keski-Suomi
7H 318m² Suoniityntie 4 Parainen,7H,698000,318,Omakotitalo,2016,Varsinais-Suomi
3H 70m² Hakakatu 15 Iisalmi,3H,119000,70,Rivitalo,1989,Pohjois-Savo
1H 28m² Pryssinkatu 12 A Turku,1H,132500,28,Kerrostalo,2022,Varsinais-Suomi
3H 765m² Käräjätie 10 A Ulvila,3H,58000,76,Kerrostalo,1979,Satakunta
2H 58m² Haapatie 2 A Ulvila,2H,59000,58,Rivitalo,1973,Satakunta
2H 57m² Myllylammenkatu 5 B Jyväskylä,2H,39000,57,Kerrostalo,1974,Keski-Suomi
